nameWithOwner,createdAt,updatedAt,releases.totalCount,primaryLanguage.name,pullRequests.totalCount,totalIssues.totalCount,closedIssues.totalCount
eriklindernoren/ML-From-Scratch,2017-02-05T12:11:23Z,2022-08-25T04:34:46Z,0,Python,9,65,36
StevenBlack/hosts,2012-04-12T20:22:50Z,2022-08-25T11:20:34Z,455,Python,394,1444,1413
TencentARC/GFPGAN,2021-03-19T06:18:20Z,2022-08-25T14:36:18Z,6,Python,12,211,71
ShareX/ShareX,2013-10-08T23:32:10Z,2022-08-25T14:37:31Z,75,C#,696,5438,5087
google/gson,2015-03-19T18:21:20Z,2022-08-25T13:37:14Z,4,Java,364,1481,1164
bevacqua/dragula,2015-04-13T21:35:38Z,2022-08-25T12:43:27Z,0,JavaScript,57,510,406
numpy/numpy,2010-09-13T23:02:39Z,2022-08-25T14:24:44Z,89,Python,9087,10817,8798
nicolargo/glances,2011-12-04T08:49:15Z,2022-08-25T12:55:20Z,29,Python,438,1520,1297
AMAI-GmbH/AI-Expert-Roadmap,2020-10-24T21:49:40Z,2022-08-25T14:16:47Z,0,JavaScript,13,50,42
eugeneyan/applied-ml,2020-07-04T18:57:47Z,2022-08-25T09:38:59Z,0,,189,16,13
wangzheng0822/algo,2018-09-24T05:33:46Z,2022-08-25T08:34:41Z,0,Python,321,121,22
conwnet/github1s,2019-06-16T09:55:25Z,2022-08-25T03:06:33Z,28,TypeScript,230,187,135
sirupsen/logrus,2013-10-16T19:08:55Z,2022-08-25T11:44:51Z,14,Go,397,635,631
michalsnik/aos,2015-07-09T17:49:00Z,2022-08-25T14:13:08Z,0,JavaScript,38,626,348
eslint/eslint,2013-06-29T23:59:48Z,2022-08-25T11:21:52Z,273,JavaScript,5207,9195,9097
ipfs/ipfs,2014-02-11T07:28:24Z,2022-08-25T13:39:31Z,0,,126,210,204
chenglou/react-motion,2015-06-11T07:38:23Z,2022-08-25T08:27:53Z,4,JavaScript,144,394,248
statelyai/xstate,2015-09-14T15:04:15Z,2022-08-25T14:39:10Z,172,TypeScript,1135,1108,952
wsargent/docker-cheat-sheet,2014-08-05T20:04:20Z,2022-08-25T06:18:02Z,0,,134,27,22
python-poetry/poetry,2018-02-28T15:23:47Z,2022-08-25T13:50:51Z,113,Python,1216,4089,3176
react-bootstrap/react-bootstrap,2013-12-27T19:06:07Z,2022-08-25T14:01:05Z,44,TypeScript,2512,3331,3191
yeasy/docker_practice,2014-09-05T04:06:39Z,2022-08-25T14:37:21Z,15,Go,245,200,197
open-mmlab/mmdetection,2018-08-22T07:06:06Z,2022-08-25T13:49:05Z,35,Python,1817,6216,5650
jlmakes/scrollreveal,2014-01-16T17:37:20Z,2022-08-24T21:52:01Z,0,JavaScript,32,471,450
DIYgod/RSSHub,2018-04-02T14:43:21Z,2022-08-25T13:22:55Z,226,JavaScript,5434,3749,3473
HeroTransitions/Hero,2016-11-24T18:49:37Z,2022-08-25T06:42:21Z,37,Swift,114,588,565
paularmstrong/normalizr,2014-08-20T08:41:38Z,2022-08-25T13:38:11Z,26,JavaScript,98,0,0
pmndrs/zustand,2019-04-09T09:10:06Z,2022-08-25T12:27:18Z,55,TypeScript,334,503,480
viatsko/awesome-vscode,2016-02-07T23:02:45Z,2022-08-25T13:01:18Z,0,JavaScript,240,41,23
pugjs/pug,2010-06-23T01:05:42Z,2022-08-24T16:21:55Z,22,JavaScript,501,2526,2259
localForage/localForage,2013-10-31T00:10:06Z,2022-08-25T13:52:51Z,26,JavaScript,267,683,489
neoclide/coc.nvim,2018-05-01T22:39:02Z,2022-08-25T13:19:14Z,82,TypeScript,607,2816,2802
microsoft/cascadia-code,2019-07-10T22:50:20Z,2022-08-25T12:37:25Z,17,Python,71,540,451
googlehosts/hosts,2017-08-05T16:10:32Z,2022-08-25T13:22:07Z,0,,50,413,351
SerenityOS/serenity,2018-12-02T19:28:41Z,2022-08-25T14:01:12Z,0,C++,10512,3067,2561
k3s-io/k3s,2018-05-31T01:37:46Z,2022-08-25T14:03:07Z,424,Go,1955,3461,3135
sebastianruder/NLP-progress,2018-06-22T17:43:55Z,2022-08-25T08:03:45Z,3,Python,466,96,65
rwaldron/idiomatic.js,2011-05-25T17:48:59Z,2022-08-25T14:38:24Z,0,,114,80,48
ascoders/weekly,2017-03-20T06:10:04Z,2022-08-25T14:39:19Z,153,JavaScript,123,304,302
vuejs/vuepress,2018-04-05T16:58:38Z,2022-08-25T14:34:17Z,21,JavaScript,768,1869,1403
DesignPatternsPHP/DesignPatternsPHP,2011-08-22T05:24:31Z,2022-08-25T06:22:11Z,0,PHP,277,111,111
tornadoweb/tornado,2009-09-09T04:55:16Z,2022-08-25T06:39:13Z,0,Python,849,1731,1530
bradtraversy/50projects50days,2020-11-16T14:39:01Z,2022-08-25T14:26:38Z,0,CSS,32,0,0
wesbos/JavaScript30,2016-12-07T19:15:31Z,2022-08-25T14:14:33Z,0,HTML,145,0,0
uglide/RedisDesktopManager,2013-08-05T07:51:08Z,2022-08-25T12:36:08Z,86,C++,420,4524,4489
discordjs/discord.js,2015-08-10T13:36:26Z,2022-08-25T14:18:58Z,115,JavaScript,3513,3387,3318
elixir-lang/elixir,2011-01-09T08:43:57Z,2022-08-25T13:28:44Z,123,Elixir,6087,4771,4755
TheAlgorithms/C-Plus-Plus,2016-07-16T10:19:45Z,2022-08-25T14:36:48Z,0,C++,512,198,196
TeamNewPipe/NewPipe,2015-09-03T23:39:26Z,2022-08-25T14:36:42Z,121,Java,1281,6969,5872
DrKLO/Telegram,2013-10-25T14:08:10Z,2022-08-25T11:33:41Z,75,Java,20,0,0
ColorlibHQ/gentelella,2015-05-15T06:57:27Z,2022-08-25T08:56:14Z,7,HTML,161,639,609
zhiwehu/Python-programming-exercises,2012-06-14T07:56:46Z,2022-08-25T11:34:11Z,0,,0,71,11
appsmithorg/appsmith,2020-06-30T04:07:36Z,2022-08-25T13:02:52Z,124,TypeScript,5552,9355,6934
WerWolv/ImHex,2020-11-10T14:27:00Z,2022-08-25T14:10:51Z,40,C++,184,463,409
goldfire/howler.js,2013-01-28T16:47:12Z,2022-08-25T12:29:43Z,24,JavaScript,127,1320,1037
SwiftGGTeam/the-swift-programming-language-in-chinese,2014-06-03T04:44:09Z,2022-08-25T11:51:06Z,1,CSS,692,402,395
homebridge/homebridge,2014-12-01T16:37:39Z,2022-08-25T09:29:31Z,31,TypeScript,297,2803,2787
schollz/croc,2017-10-17T15:20:18Z,2022-08-25T13:42:32Z,135,Go,137,338,257
jaredhanson/passport,2011-10-08T22:38:32Z,2022-08-24T12:53:29Z,0,JavaScript,51,718,405
julycoding/The-Art-Of-Programming-By-July,2013-12-14T10:00:06Z,2022-08-25T06:41:06Z,0,C,254,133,83
GorvGoyl/Clone-Wars,2020-12-02T11:10:16Z,2022-08-25T10:22:00Z,0,,94,70,62
postcss/autoprefixer,2013-03-14T05:04:51Z,2022-08-25T12:38:20Z,187,JavaScript,266,1122,1089
rwightman/pytorch-image-models,2019-02-02T05:51:12Z,2022-08-25T11:59:39Z,35,Python,171,569,513
onevcat/Kingfisher,2015-04-06T14:26:21Z,2022-08-25T14:23:40Z,167,Swift,555,1228,1150
louislam/uptime-kuma,2021-07-03T01:02:42Z,2022-08-25T14:10:44Z,57,JavaScript,500,1347,699
streamlit/streamlit,2019-08-24T00:14:52Z,2022-08-25T13:22:57Z,42,Python,2128,2630,2023
git-tips/tips,2015-07-15T07:24:48Z,2022-08-25T10:53:32Z,0,JavaScript,138,33,17
Meituan-Dianping/mpvue,2018-03-07T03:09:25Z,2022-08-25T06:35:20Z,19,JavaScript,64,1687,1264
nushell/nushell,2019-05-10T16:59:42Z,2022-08-25T14:32:46Z,57,Rust,3332,2663,2250
libgdx/libgdx,2012-08-10T19:34:38Z,2022-08-25T13:04:26Z,9,Java,2440,3521,3341
marmelab/react-admin,2016-07-13T07:58:54Z,2022-08-25T13:45:43Z,248,TypeScript,3536,3829,3731
spf13/viper,2014-04-02T14:33:33Z,2022-08-25T13:31:05Z,19,Go,249,743,396
highlightjs/highlight.js,2011-01-01T23:47:21Z,2022-08-25T07:49:46Z,34,JavaScript,1289,1844,1791
deezer/spleeter,2019-09-26T15:40:46Z,2022-08-25T14:27:33Z,2,Python,46,681,538
FallibleInc/security-guide-for-developers,2016-06-08T15:56:25Z,2022-08-25T07:10:30Z,0,,26,12,4
Z4nzu/hackingtool,2020-04-11T09:21:31Z,2022-08-25T13:14:16Z,0,Python,25,223,154
datawhalechina/pumpkin-book,2018-12-22T05:05:24Z,2022-08-25T12:35:56Z,4,,45,66,49
envoyproxy/envoy,2016-08-08T15:07:24Z,2022-08-25T02:15:15Z,90,C++,12293,7831,6610
bitcoinbook/bitcoinbook,2013-08-11T23:18:28Z,2022-08-25T09:48:47Z,3,AsciiDoc,435,350,295
camsong/You-Dont-Need-jQuery,2015-11-21T16:02:26Z,2022-08-25T05:18:53Z,1,JavaScript,164,68,66
ruanyf/es6tutorial,2014-04-20T13:06:28Z,2022-08-24T16:15:24Z,0,JavaScript,359,544,544
lyswhut/lx-music-desktop,2019-08-14T14:31:08Z,2022-08-25T13:30:56Z,87,JavaScript,5,894,744
notable/notable,2018-12-22T13:57:19Z,2022-08-25T11:59:00Z,20,TypeScript,25,1531,891
necolas/react-native-web,2015-06-09T19:25:38Z,2022-08-25T13:04:53Z,20,JavaScript,53,1612,1532
zeromicro/go-zero,2020-08-07T15:37:57Z,2022-08-25T13:52:58Z,71,Go,1089,904,842
JohnCoates/Aerial,2015-10-26T21:21:31Z,2022-08-24T12:42:30Z,181,Swift,216,965,918
petkaantonov/bluebird,2013-09-07T19:39:57Z,2022-08-25T02:43:09Z,123,JavaScript,290,1138,1072
futurice/android-best-practices,2014-07-29T09:09:44Z,2022-08-24T11:28:09Z,0,,80,84,61
taichi-dev/taichi,2016-11-24T10:00:05Z,2022-08-25T12:36:58Z,104,C++,3542,1921,1392
WeNeedHome/SummaryOfLoanSuspension,2022-07-12T16:33:25Z,2022-08-25T12:34:26Z,0,HTML,260,0,0
vant-ui/vant,2017-04-19T07:55:31Z,2022-08-25T14:04:29Z,182,TypeScript,4188,6342,6312
mozilla/DeepSpeech,2016-06-02T15:04:53Z,2022-08-25T09:54:15Z,105,C++,1338,2068,1963
apache/skywalking,2015-11-07T03:30:36Z,2022-08-25T14:28:16Z,52,Java,3729,4371,4300
validatorjs/validator.js,2010-10-06T06:58:48Z,2022-08-25T11:35:02Z,9,JavaScript,649,927,786
apache/incubator-mxnet,2015-04-30T16:21:15Z,2022-08-25T14:07:38Z,34,C++,8821,9526,7742
tsenart/vegeta,2013-08-13T11:45:21Z,2022-08-25T12:57:26Z,63,Go,130,384,302
v8/v8,2014-09-24T15:24:30Z,2022-08-25T12:08:01Z,0,C++,0,0,0
electron-react-boilerplate/electron-react-boilerplate,2015-05-18T09:54:57Z,2022-08-25T14:02:54Z,58,TypeScript,771,1700,1657
gfwlist/gfwlist,2015-03-13T13:24:56Z,2022-08-25T12:49:49Z,0,,0,2244,1843
zyedidia/micro,2016-03-11T02:06:28Z,2022-08-25T14:31:18Z,33,Go,548,1795,1181
judasn/IntelliJ-IDEA-Tutorial,2015-08-17T15:25:52Z,2022-08-25T10:55:48Z,0,,39,75,75
ReactiveCocoa/ReactiveCocoa,2012-03-02T22:11:24Z,2022-08-25T11:59:51Z,83,Swift,1348,2002,2002
BradLarson/GPUImage,2012-02-13T15:20:02Z,2022-08-24T01:53:35Z,3,Objective-C,241,2212,1308
google/jax,2018-10-25T21:25:02Z,2022-08-25T14:36:40Z,40,Python,5991,3425,2586
codex-team/editor.js,2015-11-28T20:56:35Z,2022-08-25T14:09:52Z,31,TypeScript,677,1121,741
celery/celery,2009-04-24T11:31:24Z,2022-08-25T09:42:56Z,37,Python,1811,4731,4228
SamyPesse/How-to-Make-a-Computer-Operating-System,2013-11-29T17:36:32Z,2022-08-25T14:01:40Z,1,C,42,72,28
avajs/ava,2014-11-18T17:20:26Z,2022-08-25T12:11:56Z,88,JavaScript,993,1583,1495
enzymejs/enzyme,2015-11-10T21:45:38Z,2022-08-25T06:49:17Z,0,JavaScript,646,1758,1501
libuv/libuv,2013-11-30T00:29:56Z,2022-08-25T10:51:19Z,5,C,687,1483,1370
microsoft/api-guidelines,2016-07-12T20:01:24Z,2022-08-25T12:20:16Z,0,,134,168,88
Awesome-Windows/Awesome,2016-05-30T17:27:35Z,2022-08-25T13:41:10Z,0,,206,108,75
leereilly/games,2012-01-05T19:48:55Z,2022-08-25T13:46:21Z,0,,192,243,82
tmrts/go-patterns,2015-12-14T22:05:06Z,2022-08-25T12:25:55Z,0,Go,10,26,13
charlax/professional-programming,2015-11-07T05:07:52Z,2022-08-25T14:26:34Z,0,Python,27,12,12
pbatard/rufus,2011-11-19T19:12:05Z,2022-08-25T14:07:49Z,72,C,0,1834,1823
Seldaek/monolog,2011-02-17T02:07:15Z,2022-08-25T14:14:43Z,60,PHP,647,741,722
jhipster/generator-jhipster,2013-10-21T20:07:22Z,2022-08-25T13:46:49Z,24,JavaScript,11182,7080,6893
js-cookie/js-cookie,2015-03-19T15:57:47Z,2022-08-25T12:43:49Z,34,JavaScript,69,513,512
withfig/autocomplete,2020-09-29T02:21:06Z,2022-08-25T10:51:59Z,1031,TypeScript,932,378,232
Lightning-AI/lightning,2019-03-31T00:45:57Z,2022-08-25T13:45:23Z,100,Python,5690,5286,4842
nextcloud/server,2016-06-02T07:44:14Z,2022-08-25T13:33:52Z,62,PHP,15956,14348,12253
mpv-player/mpv,2012-10-13T08:08:44Z,2022-08-25T14:38:31Z,80,C,1281,7674,6876
facebookarchive/pop,2014-03-30T22:29:12Z,2022-08-24T11:53:56Z,3,Objective-C++,100,256,211
FredKSchott/snowpack,2019-02-26T15:45:38Z,2022-08-25T10:14:21Z,83,JavaScript,1203,878,533
rancher/rancher,2014-11-07T20:49:31Z,2022-08-25T13:53:44Z,889,Go,7375,29589,27536
lutzroeder/netron,2010-12-26T12:53:43Z,2022-08-25T09:26:46Z,1,JavaScript,1,832,811
mxgmn/WaveFunctionCollapse,2016-09-30T11:53:17Z,2022-08-25T13:23:49Z,1,C#,18,44,43
google/ExoPlayer,2014-06-13T21:19:18Z,2022-08-25T09:05:24Z,20,Java,533,9376,8758
zhaoolee/ChromeAppHeroes,2019-02-07T06:35:24Z,2022-08-25T11:21:06Z,0,JavaScript,7,44,30
alibaba/Sentinel,2018-04-04T06:37:33Z,2022-08-25T07:19:09Z,21,Java,434,1884,1443
parse-community/parse-server,2016-01-28T18:29:14Z,2022-08-25T11:50:03Z,170,JavaScript,3035,4190,3930
The-Run-Philosophy-Organization/run,2022-04-10T05:42:40Z,2022-08-25T14:23:28Z,0,,160,208,176
MustangYM/WeChatExtension-ForMac,2019-04-25T03:02:16Z,2022-08-25T09:07:34Z,48,Objective-C,45,1596,803
ReactiveX/RxAndroid,2014-08-19T03:46:38Z,2022-08-25T09:38:14Z,18,Java,171,343,341
nothings/stb,2014-05-25T16:51:23Z,2022-08-25T08:37:53Z,0,C,276,692,602
redisson/redisson,2014-01-11T14:06:25Z,2022-08-25T13:56:05Z,112,Java,302,4005,3703
felixrieseberg/windows95,2018-08-23T05:04:38Z,2022-08-25T14:15:35Z,13,TypeScript,19,223,105
Reactive-Extensions/RxJS,2012-01-07T00:31:41Z,2022-08-24T18:24:25Z,34,JavaScript,520,874,643
apache/flink,2014-06-07T07:00:10Z,2022-08-25T13:15:45Z,0,Java,6528,0,0
tipsy/profile-summary-for-github,2017-12-10T13:29:15Z,2022-08-25T06:50:49Z,0,Vue,25,74,61
jaywcjlove/linux-command,2016-11-12T15:44:26Z,2022-08-25T09:48:16Z,18,Markdown,221,120,73
hwdsl2/setup-ipsec-vpn,2016-01-07T16:44:12Z,2022-08-25T12:24:17Z,0,Shell,34,1103,1103
locustio/locust,2011-02-17T11:08:03Z,2022-08-25T12:45:05Z,80,Python,577,1347,1335
trekhleb/homemade-machine-learning,2018-11-01T04:34:19Z,2022-08-25T14:18:45Z,0,Jupyter Notebook,2,24,14
benweet/stackedit,2013-03-24T13:46:06Z,2022-08-25T13:46:33Z,13,JavaScript,35,1649,1002
telegramdesktop/tdesktop,2014-05-02T12:36:31Z,2022-08-25T14:26:16Z,583,C++,1032,11465,10695
OpenZeppelin/openzeppelin-contracts,2016-08-01T20:54:54Z,2022-08-25T14:26:39Z,67,JavaScript,1457,1434,1317
xi-editor/xi-editor,2016-04-26T23:03:23Z,2022-08-25T10:20:59Z,0,Rust,664,528,397
python-telegram-bot/python-telegram-bot,2015-07-07T15:30:39Z,2022-08-25T13:03:51Z,93,Python,946,1705,1683
forem/forem,2016-11-13T23:02:13Z,2022-08-25T13:00:55Z,0,Ruby,11450,4846,4367
remoteintech/remote-jobs,2015-10-13T03:49:25Z,2022-08-25T13:06:22Z,0,JavaScript,971,120,104
sdras/awesome-actions,2018-10-17T17:53:45Z,2022-08-25T12:37:33Z,0,,435,38,24
drduh/macOS-Security-and-Privacy-Guide,2015-08-31T03:36:35Z,2022-08-25T00:31:54Z,0,Python,138,242,230
robertdavidgraham/masscan,2013-07-28T05:35:33Z,2022-08-25T10:09:18Z,11,C,82,481,160
fish-shell/fish-shell,2012-05-10T03:00:55Z,2022-08-25T13:57:07Z,37,C++,1436,6402,5943
ruby/ruby,2010-02-27T15:55:23Z,2022-08-25T10:07:16Z,0,Ruby,2936,0,0
railsware/upterm,2015-03-22T07:00:24Z,2022-08-23T14:45:17Z,187,TypeScript,293,752,533
Homebrew/homebrew-cask,2012-03-05T02:05:17Z,2022-08-25T11:51:57Z,81,Ruby,101509,6085,6062
eligrey/FileSaver.js,2011-07-15T03:27:54Z,2022-08-25T11:45:02Z,14,JavaScript,66,612,462
jenkinsci/jenkins,2010-11-22T21:21:23Z,2022-08-25T11:18:52Z,201,Java,5238,0,0
afollestad/material-dialogs,2014-11-03T03:21:42Z,2022-08-24T15:43:32Z,92,Kotlin,179,0,0
winstonjs/winston,2010-12-29T18:49:51Z,2022-08-25T11:48:18Z,15,JavaScript,468,1337,941
yichengchen/clashX,2018-06-13T02:51:24Z,2022-08-25T13:57:13Z,26,Swift,32,0,0
dracula/dracula-theme,2013-10-27T12:39:02Z,2022-08-25T13:50:45Z,24,,84,539,468
lensapp/lens,2018-11-12T06:28:56Z,2022-08-25T13:42:29Z,186,TypeScript,2846,2783,1982
chubin/wttr.in,2015-12-26T21:03:43Z,2022-08-25T12:03:59Z,0,Python,246,500,298
Igglybuff/awesome-piracy,2018-10-09T22:09:56Z,2022-08-25T13:36:27Z,0,HTML,182,269,133
ChristosChristofidis/awesome-deep-learning,2015-01-02T19:28:35Z,2022-08-25T10:08:17Z,0,,160,17,14
segmentio/nightmare,2014-04-05T22:19:51Z,2022-08-24T18:23:33Z,1,JavaScript,251,1242,1065
bazelbuild/bazel,2014-06-12T16:00:38Z,2022-08-25T12:57:41Z,169,Java,254,10126,7730
geekan/HowToLiveLonger,2022-04-16T04:15:18Z,2022-08-25T13:48:58Z,0,,9,104,32
academic/awesome-datascience,2014-07-05T07:07:43Z,2022-08-25T14:11:32Z,0,,271,42,42
pmndrs/react-three-fiber,2019-02-25T14:31:51Z,2022-08-25T13:46:28Z,18,TypeScript,407,713,690
verekia/js-stack-from-scratch,2016-10-02T13:31:23Z,2022-08-25T10:17:39Z,1,JavaScript,55,157,118
palantir/blueprint,2016-10-25T21:17:50Z,2022-08-25T12:19:57Z,110,TypeScript,2274,2771,2127
osquery/osquery,2014-07-29T20:27:33Z,2022-08-25T13:16:15Z,120,C++,3980,3004,2502
openssl/openssl,2013-01-15T22:34:48Z,2022-08-25T12:16:00Z,0,C,111,7484,5876
norvig/pytudes,2017-03-01T05:43:35Z,2022-08-25T06:00:43Z,0,Jupyter Notebook,52,33,17
MLEveryday/100-Days-Of-ML-Code,2018-08-05T13:32:48Z,2022-08-25T12:36:24Z,0,Jupyter Notebook,46,50,40
rome/tools,2020-02-20T05:57:33Z,2022-08-25T14:23:38Z,30,Rust,1966,852,767
PostgREST/postgrest,2014-06-13T00:23:00Z,2022-08-25T08:06:54Z,44,Haskell,789,1308,1141
vnpy/vnpy,2015-03-02T03:36:58Z,2022-08-25T12:37:38Z,52,Python,982,1906,1894
davideuler/architecture.of.internet-product,2018-04-30T10:25:31Z,2022-08-25T11:13:26Z,0,HTML,1,11,3
pnpm/pnpm,2016-01-28T07:40:43Z,2022-08-25T14:10:21Z,772,TypeScript,1385,2609,1828
taosdata/TDengine,2019-07-11T08:33:48Z,2022-08-25T11:55:35Z,65,C,12263,2976,2535
go-delve/delve,2014-05-20T19:24:43Z,2022-08-25T12:47:28Z,21,Go,1329,1444,1342
hapijs/joi,2012-09-16T16:38:06Z,2022-08-25T14:16:07Z,0,JavaScript,407,2205,2081
jumpserver/jumpserver,2014-07-04T03:54:59Z,2022-08-25T11:21:00Z,140,Python,3753,4411,4321
TanStack/table,2016-10-20T17:25:08Z,2022-08-25T14:22:45Z,160,TypeScript,589,2112,2088
chalk/chalk,2013-08-03T00:20:12Z,2022-08-25T12:17:56Z,22,JavaScript,93,329,329
vadimdemedes/ink,2017-06-12T06:12:28Z,2022-08-25T13:56:11Z,43,TypeScript,165,285,217
Popmotion/popmotion,2014-08-17T16:23:07Z,2022-08-25T07:34:45Z,0,JavaScript,294,583,549
freqtrade/freqtrade,2017-05-17T23:48:53Z,2022-08-25T12:32:52Z,60,Python,3590,3178,3132
graphql/graphql-js,2015-06-30T12:16:50Z,2022-08-25T03:27:38Z,143,TypeScript,2193,1017,888
TeamStuQ/skill-map,2015-11-17T11:17:38Z,2022-08-25T10:20:57Z,2,HTML,42,85,17
ogham/exa,2014-05-22T12:45:16Z,2022-08-25T14:34:55Z,12,Rust,223,794,565
facebookresearch/fairseq,2017-08-29T16:26:12Z,2022-08-25T14:35:28Z,16,Python,120,3538,2896
ossrs/srs,2015-04-29T06:59:32Z,2022-08-25T10:20:34Z,47,C++,211,1108,912
didi/DoKit,2018-08-14T10:32:07Z,2022-08-25T08:41:57Z,10,Java,338,637,473
qier222/YesPlayMusic,2020-10-09T10:04:21Z,2022-08-25T13:52:30Z,23,Vue,238,1330,1057
firecracker-microvm/firecracker,2017-10-19T06:18:47Z,2022-08-25T12:35:26Z,53,Rust,1531,1259,1138
asim/go-micro,2015-01-13T23:30:18Z,2022-08-25T13:37:22Z,317,Go,1324,938,857
tobiasahlin/SpinKit,2013-12-12T23:29:41Z,2022-08-25T12:25:04Z,9,CSS,51,58,53
remix-run/remix,2020-10-26T19:57:28Z,2022-08-25T14:17:37Z,88,TypeScript,1294,1039,864
urfave/cli,2013-07-13T19:32:06Z,2022-08-25T11:25:37Z,54,Go,595,662,525
dapr/dapr,2019-06-19T00:49:06Z,2022-08-25T08:29:50Z,123,Go,2187,2334,2030
nikitavoloboev/my-mac-os,2016-03-04T12:26:34Z,2022-08-24T23:39:13Z,0,,16,74,71
n0shake/Public-APIs,2016-01-13T18:53:25Z,2022-08-25T06:17:47Z,0,,379,49,49
vuejs/vue-router,2013-12-11T19:37:46Z,2022-08-25T03:01:05Z,89,JavaScript,624,2781,2718
nostalgic-css/NES.css,2018-09-24T01:49:11Z,2022-08-25T10:17:28Z,7,SCSS,222,173,138
pytorch/examples,2016-08-24T03:12:48Z,2022-08-25T08:35:52Z,0,Python,327,541,403
SpaceVim/SpaceVim,2016-12-26T04:40:55Z,2022-08-25T14:00:20Z,21,Lua,2221,0,0
iawia002/lux,2018-02-24T11:29:03Z,2022-08-25T14:27:03Z,74,Go,244,850,474
jorgebucaran/hyperapp,2017-01-20T05:20:21Z,2022-08-25T05:40:12Z,26,JavaScript,279,578,573
goldbergyoni/javascript-testing-best-practices,2019-07-04T11:08:12Z,2022-08-25T13:59:11Z,0,JavaScript,118,50,14
ftlabs/fastclick,2012-02-13T08:38:00Z,2022-08-25T10:55:43Z,3,HTML,67,393,181
PaddlePaddle/Paddle,2016-08-15T06:59:08Z,2022-08-25T12:05:22Z,56,C++,22199,15204,13064
SnapKit/SnapKit,2014-06-05T21:13:40Z,2022-08-25T11:56:44Z,12,Swift,125,546,467
recharts/recharts,2015-08-07T06:50:27Z,2022-08-25T13:23:29Z,0,TypeScript,361,2421,2014
reduxjs/reselect,2015-07-01T11:06:45Z,2022-08-25T09:30:00Z,35,TypeScript,126,370,356
shimohq/chinese-programmer-wrong-pronunciation,2017-02-15T09:02:40Z,2022-08-25T14:34:25Z,0,JavaScript,122,222,111
google/eng-practices,2019-09-04T20:47:01Z,2022-08-25T08:48:51Z,0,,8,11,6
dhg/Skeleton,2011-04-30T20:04:24Z,2022-08-24T20:33:42Z,6,CSS,25,200,126
go-kratos/kratos,2019-01-10T10:42:31Z,2022-08-25T13:01:24Z,53,Go,1050,868,796
kdeldycke/awesome-falsehood,2016-09-08T09:13:47Z,2022-08-25T13:07:32Z,0,,82,24,23
refined-github/refined-github,2016-02-15T16:45:02Z,2022-08-25T14:14:39Z,85,TypeScript,2357,3092,2941
websockets/ws,2011-11-09T22:32:45Z,2022-08-25T10:43:43Z,94,JavaScript,478,1386,1381
ruanyf/jstraining,2016-10-27T12:00:26Z,2022-08-24T15:45:46Z,0,,18,41,41
elunez/eladmin,2018-12-14T08:54:24Z,2022-08-25T08:46:00Z,0,Java,71,609,589
sebastianbergmann/phpunit,2009-12-24T13:16:23Z,2022-08-25T07:18:17Z,0,PHP,793,3140,2984
google/flatbuffers,2014-05-19T18:33:01Z,2022-08-25T13:40:24Z,19,C++,1532,2013,1872
PHPMailer/PHPMailer,2011-08-23T07:57:17Z,2022-08-25T09:58:38Z,56,PHP,403,1906,1879
Awesome-HarmonyOS/HarmonyOS,2019-08-09T11:24:00Z,2022-08-25T06:30:36Z,0,C,15,0,0
javascript-tutorial/en.javascript.info,2017-06-03T14:27:57Z,2022-08-25T14:40:55Z,0,HTML,1828,729,649
flameshot-org/flameshot,2017-05-10T19:44:51Z,2022-08-25T13:04:31Z,25,C++,762,1873,1558
Prinzhorn/skrollr,2012-03-18T15:41:35Z,2022-08-23T18:35:35Z,0,HTML,35,776,533
philc/vimium,2009-09-20T07:08:19Z,2022-08-25T09:04:19Z,0,JavaScript,595,3075,2097
jitsi/jitsi-meet,2013-12-16T12:51:09Z,2022-08-24T17:38:15Z,42,JavaScript,5567,5338,5105
google/web-starter-kit,2014-04-07T08:45:18Z,2022-08-24T06:39:33Z,14,HTML,234,585,535
changkun/modern-cpp-tutorial,2016-08-19T14:39:15Z,2022-08-25T14:33:58Z,3,C++,98,109,105
checkcheckzz/system-design-interview,2014-05-18T02:40:53Z,2022-08-25T13:50:10Z,0,,26,13,6
google/mediapipe,2019-06-13T19:16:41Z,2022-08-25T12:25:33Z,39,C++,1,3443,3068
ai/nanoid,2017-08-05T05:24:35Z,2022-08-25T13:48:21Z,1,JavaScript,157,182,179
wenyan-lang/wenyan,2019-12-08T20:21:32Z,2022-08-25T05:15:55Z,13,TypeScript,168,482,306
phoenixframework/phoenix,2014-01-20T14:14:11Z,2022-08-25T13:06:08Z,20,Elixir,2098,2189,2179
FelisCatus/SwitchyOmega,2012-06-08T15:32:30Z,2022-08-25T02:44:14Z,51,CoffeeScript,7,2274,1692
tachiyomiorg/tachiyomi,2015-10-07T09:51:12Z,2022-08-25T13:55:14Z,68,Kotlin,1279,6106,5625
requarks/wiki,2016-08-16T19:35:26Z,2022-08-25T12:58:01Z,101,Vue,314,0,0
aseprite/aseprite,2014-08-19T23:44:50Z,2022-08-25T14:19:01Z,83,C++,153,3039,1783
adobe-fonts/source-code-pro,2012-08-09T23:14:02Z,2022-08-25T01:55:45Z,13,CSS,47,223,162
dgraph-io/dgraph,2015-08-25T07:15:56Z,2022-08-25T11:07:37Z,100,Go,4299,2346,2292
